Stream,Core Subjects,Optional Subject,Hobbies,Extracurricular Activities,Preferred Career,Possible Courses
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Photography,Art Exhibitions,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Investing,Art Exhibitions,Historian,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Chess,Entrepreneurship Club,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Painting,Athletics,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Painting,Science Fair,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Dance,Stock Club,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Painting,Music Band,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Gaming,Athletics,Financial Analyst,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Finance)"
Arts,"History, Political Science, Sociology",Psychology,Theater,Literature Fest,Artist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Dance,Olympiads,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Chess,Literature Fest,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Writing,Entrepreneurship Club,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Theater,Science Fair,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Gaming,Drama Club,Business Manager,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Fitness,NCC,Entrepreneur,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), BBA, BBA (Business Analytics)"
Arts,"History, Political Science, Sociology",Fine Arts,Investing,Art Exhibitions,Teacher,"B.Ed, BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism)"
Arts,"History, Political Science, Sociology",Fine Arts,Gaming,Literature Fest,Psychologist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Theater,Athletics,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Investing,Art Exhibitions,Social Worker,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Commerce,"Accounts, Business Studies, Economics",Math,Coding,MUN,Economist,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Sports,Art Exhibitions,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Painting,Debate Club,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Photography,MUN,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Blogging,Art Exhibitions,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Painting,Drama Club,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Painting,MUN,Economist,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCM,"Physics, Chemistry, Math",Biology,Coding,Art Exhibitions,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Dance,Olympiads,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Painting,NCC,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Investing,Music Band,Financial Analyst,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Photography,Debate Club,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Psychology,Sports,Athletics,Historian,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Commerce,"Accounts, Business Studies, Economics",Math,Dance,Olympiads,Financial Analyst,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Music,MUN,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Psychology,Painting,Art Exhibitions,Psychologist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Commerce,"Accounts, Business Studies, Economics",Math,Blogging,Entrepreneurship Club,Entrepreneur,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Business Analytics), BBA (Finance)"
Arts,"History, Political Science, Sociology",Physical Education,Music,Music Band,Artist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Commerce,"Accounts, Business Studies, Economics",Math,Painting,Art Exhibitions,Entrepreneur,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Business Analytics), BBA (Finance)"
Arts,"History, Political Science, Sociology",Psychology,Chess,Entrepreneurship Club,Teacher,"B.Ed, BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Theater,Science Fair,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Blogging,MUN,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Fitness,Music Band,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Arts,"History, Political Science, Sociology",Psychology,Music,Music Band,Historian,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Theater,NCC,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Sports,Robotics Club,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Chess,Drama Club,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Coding,Drama Club,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Fitness,NCC,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Theater,Drama Club,Entrepreneur,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), CA"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Writing,MUN,Business Manager,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Blogging,Debate Club,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Writing,Literature Fest,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Sociology,Fitness,NCC,Journalist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Arts,"History, Political Science, Sociology",Fine Arts,Blogging,Literature Fest,Artist,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Investing,Stock Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Arts,"History, Political Science, Sociology",Psychology,Photography,MUN,Teacher,"B.Ed, BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Chess,Debate Club,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Chess,MUN,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Poetry,Literature Fest,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Physical Education,Chess,Stock Club,Artist,"B.P.Ed, B.Sc (Sports Science), BA (Education), BA (English), BA (Fine Arts), BA (History)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Music,Science Fair,Financial Analyst,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCB,"Physics, Chemistry, Biology",Biology,Music,Art Exhibitions,Biotechnologist,"B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Painting,Stock Club,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Chess,NCC,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Investing,Literature Fest,IT Specialist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Informatics Practices,Chess,Entrepreneurship Club,Doctor,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Writing,Stock Club,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Sports,Science Fair,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Photography,Drama Club,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Fitness,Stock Club,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Physical Education,Sports,Art Exhibitions,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Biology,Dance,Drama Club,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Investing,NCC,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Chess,Olympiads,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Chess,Robotics Club,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Arts,"History, Political Science, Sociology",Psychology,Music,Drama Club,Social Worker,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Biology,Coding,MUN,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Commerce,"Accounts, Business Studies, Economics",Math,Gaming,Science Fair,Entrepreneur,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Business Analytics), BBA (Finance)"
Commerce,"Accounts, Business Studies, Economics",Math,Photography,Olympiads,Financial Analyst,"Actuarial Science, B.Com (Hons), B.Sc (Statistics), BBA, BBA (Finance), CA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Chess,Robotics Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Informatics Practices,Gaming,Art Exhibitions,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Biology,Photography,Entrepreneurship Club,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Theater,MUN,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Biology,Poetry,Drama Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Fitness,Entrepreneurship Club,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Biology,Dance,Art Exhibitions,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Dance,Science Fair,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Photography,MUN,Researcher,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCM,"Physics, Chemistry, Math",Biology,Painting,Art Exhibitions,Data Scientist,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Investing,Literature Fest,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Gaming,NCC,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCM,"Physics, Chemistry, Math",Computer Science,Sports,Art Exhibitions,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Photography,Athletics,Researcher,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Informatics Practices,Gaming,MUN,Financial Analyst,"Actuarial Science, B.Com (Hons), BBA, BBA (Business Analytics), BBA (Finance), BCA"
Science_PCM,"Physics, Chemistry, Math",Physical Education,Painting,Music Band,Data Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Computer Science,Blogging,Entrepreneurship Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCB,"Physics, Chemistry, Biology",Informatics Practices,Investing,Stock Club,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Fitness,Athletics,Biotechnologist,"B.P.Ed, B.Sc (Biology), B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Blogging,Entrepreneurship Club,Engineer,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCB,"Physics, Chemistry, Biology",Physical Education,Photography,MUN,Doctor,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Math,Fitness,Debate Club,Economist,"Actuarial Science, B.Com (Hons), B.P.Ed, B.Sc (Sports Science), B.Sc (Statistics), BBA"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Photography,Athletics,IT Specialist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (IT), B.Sc (Math)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Investing,Drama Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Science_PCM,"Physics, Chemistry, Math",Biology,Music,MUN,Engineer,"B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing), B.Sc (Physics)"
Science_PCMB,"Physics, Chemistry, Math, Biology",Computer Science,Coding,Debate Club,Sports Scientist,"B.P.Ed, B.Sc (Biotech), B.Sc (Chemistry), B.Sc (Data Science), B.Sc (Math), B.Sc (Nursing)"
Commerce,"Accounts, Business Studies, Economics",Entrepreneurship,Theater,Stock Club,Business Manager,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Commerce,"Accounts, Business Studies, Economics",Physical Education,Dance,Music Band,Chartered Accountant,"Actuarial Science, B.Com (Hons), BBA, BBA (Finance), CA, CMA"
Arts,"History, Political Science, Sociology",Psychology,Blogging,MUN,Lawyer,"BA (Education), BA (English), BA (Fine Arts), BA (History), BA (Journalism), BA (Political Science)"
